0,45.01953125,20.93359375,16.421417236328125
1,1092.796875,844.43359375,575.7397079467773
2,231.64453125,195.93359375,120.68544006347656
3,251.7109375,220.43359375,52.58311462402344
4,255.1484375,220.43359375,160.2823486328125
5,792.47265625,541.43359375,96.18126678466797
6,345.90625,308.43359375,113.44691467285156
7,680,429.93359375,150.97501373291016
8,325.828125,288.43359375,184.83916473388672
9,344.14453125,308.43359375,73.30257415771484
10,422.41015625,384.43359375,351.62953186035156
11,345.45703125,307.93359375,189.12734985351562
12,417.7578125,379.93359375,344.95291900634766
13,655.98828125,406.43359375,369.3573455810547
14,455.74609375,414.93359375,119.08745574951172
15,393.71875,355.43359375,223.89083862304688
16,423.4921875,384.43359375,151.33651733398438
17,495.13671875,454.43359375,138.14977264404297
18,470.828125,428.93359375,334.10042572021484
19,541.32421875,500.93359375,458.44176483154297
20,450.7109375,410.93359375,324.32393646240234
21,444.6875,404.43359375,238.95216369628906
22,473.765625,432.93359375,356.50341033935547
23,667.83203125,417.93359375,170.1319122314453
24,507.73046875,464.93359375,186.5653839111328
25,648.18359375,605.93359375,559.4748764038086
26,507.76171875,464.93359375,137.12476348876953
27,528.59765625,486.93359375,140.41828155517578
28,528.86328125,486.93359375,262.47694396972656
29,506.30078125,463.43359375,287.7868423461914
30,523.87890625,481.43359375,141.19425201416016
31,706.30859375,455.43359375,301.6765594482422
32,598.96484375,553.93359375,301.93875885009766
33,599.25,553.93359375,421.96099853515625
34,567.5546875,522.93359375,308.73206329345703
35,770.44140625,519.43359375,229.40668487548828
36,596.6328125,549.43359375,283.6902389526367
37,625.4296875,579.43359375,247.2992172241211
38,591.68359375,544.93359375,239.89303588867188
39,592.19921875,544.93359375,371.46439361572266
40,742.66015625,693.43359375,637.2214965820312
41,631.33203125,581.93359375,291.8883514404297
42,726.3046875,675.93359375,403.1988525390625
43,637.90625,588.93359375,457.1667251586914
44,705.4296875,654.43359375,210.50081634521484
45,795.65234375,745.43359375,210.99739837646484
46,705.5234375,654.43359375,516.3477325439453
47,746.94140625,695.93359375,629.7943878173828
48,902.44921875,652.93359375,495.7939147949219
49,752.8671875,698.93359375,324.22945404052734
50,752.8671875,698.93359375,425.6261749267578
51,932.515625,682.93359375,256.4667663574219
